,authId,eccs,papers,pianyiliang,Hindex
4929,'auId': 2147433680,5,1,5,1
4396,'auId': 2147451729,8,1,8,1
4250,'auId': 2147474062,10,1,10,1
5134,'auId': 2147482671,1,1,1,1
1131,'auId': 2147539308,142,6,23.67,4
1173,'auId': 2147561996,11,1,11,1
1848,'auId': 2147603345,14,1,14,1
268,'auId': 2147631737,15,2,7.5,2
600,'auId': 2147642583,4,1,4,1
5616,'auId': 2147647123,6,1,6,1
287,'auId': 2147654432,4,1,4,1
4572,'auId': 2147655571,95,1,95,1
492,'auId': 2147669519,22,2,11,2
4534,'auId': 2147729234,89,2,44.5,2
3909,'auId': 2147735823,366,5,73.2,5
1918,'auId': 2147747884,14,2,7,2
4061,'auId': 2147779796,22,1,22,1
1640,'auId': 2147817486,182,1,182,1
3540,'auId': 2148022289,337,9,37.44,5
4598,'auId': 2148022771,5,1,5,1
1001,'auId': 2148035844,19,1,19,1
3286,'auId': 2148061370,139,1,139,1
265,'auId': 2148092158,929,1,929,1
2476,'auId': 2148168557,2,2,1,1
2590,'auId': 2148191515,10,1,10,1
538,'auId': 2148328070,25,1,25,1
5641,'auId': 2148329557,6,1,6,1
5477,'auId': 2148373405,52,1,52,1
4287,'auId': 2148390776,15,2,7.5,1
608,'auId': 2148409872,14,1,14,1
2703,'auId': 2148425697,2829,16,176.81,14
4149,'auId': 2148431577,59,1,59,1
4747,'auId': 2148437070,3,1,3,1
2346,'auId': 214843718,724,2,362,2
2293,'auId': 2148448995,3550,10,355,10
4642,'auId': 2148452840,377,2,188.5,2
593,'auId': 2148489660,106,1,106,1
1594,'auId': 2148550123,506,1,506,1
3509,'auId': 2148582035,16,1,16,1
687,'auId': 2148599477,123,1,123,1
2625,'auId': 2148602094,4,1,4,1
1253,'auId': 2148662732,150,1,150,1
3802,'auId': 2148680991,11,1,11,1
1954,'auId': 2148681239,83,2,41.5,2
5528,'auId': 214878226,58,5,11.6,4
4723,'auId': 2148810670,9,1,9,1
3256,'auId': 2148838363,6,1,6,1
4127,'auId': 2148877438,108,1,108,1
4736,'auId': 2148897403,136,1,136,1
3647,'auId': 2148971634,0,1,0,0
4105,'auId': 2149092099,21,1,21,1
3081,'auId': 2149111226,4,1,4,1
5217,'auId': 2149131086,16,1,16,1
2830,'auId': 2149150092,3,1,3,1
5209,'auId': 2149153931,2247,11,204.27,9
5436,'auId': 2149169927,138,2,69,2
3346,'auId': 2149271217,15,1,15,1
4109,'auId': 2149306980,5,1,5,1
2312,'auId': 2149339401,11,1,11,1
522,'auId': 2149341496,110,3,36.67,2
5697,'auId': 2149392531,764,17,44.94,12
4284,'auId': 2149396904,59,1,59,1
5255,'auId': 2149434754,101,1,101,1
5455,'auId': 2149458952,7,1,7,1
3208,'auId': 2149528706,7,1,7,1
248,'auId': 2149572011,3276,31,105.68,19
3851,'auId': 2149606668,12,1,12,1
2935,'auId': 2149631809,28,3,9.33,2
3589,'auId': 2149659377,37,1,37,1
5096,'auId': 2149678671,71,1,71,1
595,'auId': 2149692785,269,2,134.5,2
630,'auId': 2149750352,0,1,0,0
4651,'auId': 2149767406,3,1,3,1
4687,'auId': 2149770127,7,1,7,1
1348,'auId': 2149787036,53,1,53,1
5571,'auId': 2149806870,13,1,13,1
3615,'auId': 2149815394,40,2,20,2
3622,'auId': 2149956271,53,1,53,1
4215,'auId': 2150083319,4,1,4,1
3766,'auId': 2150086182,12,1,12,1
1555,'auId': 2150126216,5,1,5,1
1913,'auId': 2150131303,153,2,76.5,2
2942,'auId': 2150148639,1,1,1,1
5475,'auId': 2150170242,3,1,3,1
3506,'auId': 2150170722,3,1,3,1
2185,'auId': 2150216086,8,1,8,1
3174,'auId': 2150250465,16,3,5.33,2
4013,'auId': 2150257347,112,2,56,2
262,'auId': 2150264287,30,1,30,1
1537,'auId': 2150326438,0,1,0,0
1892,'auId': 2150351570,6,1,6,1
1139,'auId': 2150352782,9,1,9,1
450,'auId': 2150437321,479,1,479,1
340,'auId': 2150527135,78,2,39,2
2723,'auId': 2150557321,19,1,19,1
3475,'auId': 2150613736,9,1,9,1
3958,'auId': 2150626460,278,2,139,2
2980,'auId': 2150653897,2,1,2,1
1975,'auId': 2150663049,2,1,2,1
1904,'auId': 2150690628,27,1,27,1
1092,'auId': 2150701844,25,1,25,1
127,'auId': 2150703728,1,1,1,1
3316,'auId': 2150708589,4,1,4,1
3399,'auId': 2150786917,135,3,45,2
3418,'auId': 2150794366,1,1,1,1
5206,'auId': 2150814284,1585,20,79.25,14
5289,'auId': 2150887997,24,3,8,3
560,'auId': 2150900930,23,2,11.5,2
3767,'auId': 2151014374,479,3,159.67,3
5384,'auId': 2151058348,18,1,18,1
2540,'auId': 2151068222,72,1,72,1
5550,'auId': 2151078085,34,2,17,2
2734,'auId': 2151104202,26,1,26,1
1063,'auId': 2151152959,90,1,90,1
2571,'auId': 2151264347,592,4,148,4
1007,'auId': 2151300008,117,1,117,1
5530,'auId': 215131072,15440,8,1930,7
4085,'auId': 2151457819,159,3,53,3
5032,'auId': 2151480652,14,1,14,1
1211,'auId': 2151505639,12,1,12,1
1340,'auId': 2151507242,1,1,1,1
4787,'auId': 2151555600,2,1,2,1
571,'auId': 2151570909,31,2,15.5,2
886,'auId': 2151639406,83,2,41.5,2
1788,'auId': 2151660748,1,1,1,1
4547,'auId': 2151690526,4,1,4,1
1170,'auId': 2151728222,97,1,97,1
2150,'auId': 2151810847,98,2,49,2
3432,'auId': 2151814290,11,1,11,1
1028,'auId': 2151859571,187,6,31.17,4
1127,'auId': 2151870130,398,2,199,2
5120,'auId': 2151972554,218,1,218,1
1140,'auId': 2151989385,30,1,30,1
1037,'auId': 2152055551,76,7,10.86,5
2769,'auId': 2152109806,115,3,38.33,3
1073,'auId': 2152126591,12,1,12,1
3994,'auId': 2152129939,230,3,76.67,3
1231,'auId': 2152176922,51,1,51,1
3400,'auId': 2152243552,10,1,10,1
2209,'auId': 2152283363,113,3,37.67,3
3196,'auId': 2152316929,276,1,276,1
1390,'auId': 2152359672,6,1,6,1
1245,'auId': 2152377557,28,1,28,1
4421,'auId': 2152405333,3,1,3,1
1315,'auId': 2152441490,89,1,89,1
2997,'auId': 2152441990,13,1,13,1
3124,'auId': 2152461835,1,1,1,1
5717,'auId': 2152556129,517,1,517,1
322,'auId': 2152636244,13,2,6.5,2
3257,'auId': 2152648595,14,1,14,1
1810,'auId': 2152662836,8,1,8,1
5778,'auId': 2152678131,11,1,11,1
1614,'auId': 2152702788,121,1,121,1
471,'auId': 2152778655,187,2,93.5,2
178,'auId': 2153005395,118,6,19.67,5
4078,'auId': 2153033503,52,1,52,1
347,'auId': 2153064296,0,1,0,0
619,'auId': 2153065373,14,1,14,1
199,'auId': 2153073481,7,1,7,1
3541,'auId': 2153079713,7,1,7,1
4703,'auId': 2153081513,9,3,3,3
3915,'auId': 2153120322,51,4,12.75,3
1767,'auId': 2153219396,4,1,4,1
4549,'auId': 2153239226,10,1,10,1
5153,'auId': 2153310834,21,1,21,1
5805,'auId': 2153409719,7,1,7,1
3836,'auId': 2153426743,59,1,59,1
1645,'auId': 2153477013,7,1,7,1
3090,'auId': 2153512210,6,1,6,1
1099,'auId': 2153604853,3,1,3,1
1228,'auId': 2153618501,3,1,3,1
5178,'auId': 2153673114,396,1,396,1
2544,'auId': 2153793704,21,1,21,1
5100,'auId': 2153799420,139,5,27.8,5
5060,'auId': 2154019360,24,3,8,2
3905,'auId': 2154124860,44,2,22,2
2156,'auId': 2154129452,801,1,801,1
1277,'auId': 2154144545,646,24,26.92,9
5011,'auId': 2154169445,11,1,11,1
5748,'auId': 2154204995,20,4,5,3
931,'auId': 2154334569,97,1,97,1
2808,'auId': 2154343163,30,2,15,2
4260,'auId': 2154383845,241,2,120.5,2
5592,'auId': 2154394796,11,1,11,1
2835,'auId': 2154406859,6,1,6,1
1005,'auId': 2154422878,2,1,2,1
3951,'auId': 2154456300,3,1,3,1
212,'auId': 2154499954,86,1,86,1
3084,'auId': 215450122,1,1,1,1
2305,'auId': 2154520471,11,1,11,1
3271,'auId': 2154537858,11,1,11,1
333,'auId': 2154606708,22,2,11,2
3255,'auId': 2154623597,11,1,11,1
2070,'auId': 2154748260,20,1,20,1
3591,'auId': 2154770419,87,3,29,3
3379,'auId': 2154815632,88,4,22,4
1513,'auId': 2154875160,18,3,6,3
1195,'auId': 2154903899,33,1,33,1
5474,'auId': 2154927215,2,1,2,1
2707,'auId': 2155009540,4,2,2,2
594,'auId': 2155037338,0,1,0,0
1435,'auId': 2155072271,8,1,8,1
1795,'auId': 2155100047,269,8,33.63,4
4757,'auId': 2155100735,7,1,7,1
445,'auId': 2155126866,4,1,4,1
4251,'auId': 2155139311,25,1,25,1
1873,'auId': 2155193350,81,1,81,1
673,'auId': 2155222866,392,4,98,4
845,'auId': 2155252733,15,1,15,1
2977,'auId': 2155294169,527,6,87.83,4
4608,'auId': 2155470367,508,13,39.08,7
979,'auId': 2155722875,20,1,20,1
2022,'auId': 2155729362,223,1,223,1
4614,'auId': 2155739235,1,1,1,1
3033,'auId': 2155784787,175,1,175,1
5119,'auId': 2155816549,22,2,11,2
2917,'auId': 2155823757,4432,3,1477.33,3
4857,'auId': 2155853947,212,3,70.67,3
3706,'auId': 2155890085,1,1,1,1
64,'auId': 2155895288,21,1,21,1
3959,'auId': 2155945437,1,1,1,1
5043,'auId': 2155972192,0,1,0,0
2549,'auId': 2155983567,164,7,23.43,7
5604,'auId': 2156082183,4,1,4,1
4491,'auId': 2156097055,369,1,369,1
5004,'auId': 2156135343,763,7,109,5
1332,'auId': 2156201277,64,1,64,1
5563,'auId': 2156210508,249,15,16.6,9
3065,'auId': 2156212819,26,1,26,1
4241,'auId': 2156324815,3,1,3,1
4294,'auId': 2156422355,7,1,7,1
4476,'auId': 2156441031,4,1,4,1
678,'auId': 2156460610,75,3,25,3
2607,'auId': 2156488034,2,1,2,1
4967,'auId': 2156492948,19,1,19,1
3482,'auId': 2156526514,11,1,11,1
5651,'auId': 2156553946,19,2,9.5,2
2171,'auId': 2156574240,0,1,0,0
2878,'auId': 2156586888,3,1,3,1
3166,'auId': 2156657044,19,2,9.5,2
5532,'auId': 2156679298,3,1,3,1
4571,'auId': 2156715558,35,2,17.5,2
773,'auId': 2156737317,23,1,23,1
3354,'auId': 2156752876,182,1,182,1
4843,'auId': 2156772046,6,1,6,1
5147,'auId': 2156785782,5,1,5,1
663,'auId': 2156827476,10,1,10,1
3231,'auId': 2156925721,68,1,68,1
3775,'auId': 2156930872,11,1,11,1
1301,'auId': 2156938214,19,1,19,1
4829,'auId': 2156940340,17,1,17,1
5464,'auId': 2157050567,100,2,50,2
5039,'auId': 2157087053,6,1,6,1
726,'auId': 2157095084,3919,19,206.26,14
5742,'auId': 2157112897,281,3,93.67,3
366,'auId': 2157167650,15,1,15,1
5439,'auId': 2157178560,8,1,8,1
4765,'auId': 2157182331,25,1,25,1
2836,'auId': 2157233933,387,3,129,2
4219,'auId': 2157352929,17,1,17,1
1215,'auId': 2157364398,56,1,56,1
5549,'auId': 2157431182,72,7,10.29,4
1548,'auId': 2157443172,8,1,8,1
3094,'auId': 2157503142,4642,5,928.4,5
5074,'auId': 2157516049,1,1,1,1
5393,'auId': 2157551874,184,12,15.33,6
5185,'auId': 2157582046,68,1,68,1
4679,'auId': 2157603133,6,1,6,1
1665,'auId': 2157666745,2,1,2,1
4364,'auId': 2157689933,7,1,7,1
1328,'auId': 2157691694,28,2,14,2
3944,'auId': 2157695365,96,1,96,1
5127,'auId': 2157857057,34,3,11.33,3
2174,'auId': 2157904231,460,4,115,3
2439,'auId': 2158025120,4,1,4,1
5539,'auId': 2158078532,26,1,26,1
1504,'auId': 2158094531,1,1,1,1
5659,'auId': 2158096848,3,1,3,1
3702,'auId': 2158115795,4,1,4,1
4548,'auId': 2158147406,112,2,56,1
4102,'auId': 2158165132,2,1,2,1
1380,'auId': 2158166057,1012,9,112.44,6
4228,'auId': 2158197546,13,1,13,1
4720,'auId': 2158247200,1,1,1,1
4505,'auId': 2158253856,3,1,3,1
2705,'auId': 2158257830,12,2,6,2
2123,'auId': 2158298694,266,1,266,1
972,'auId': 2158368466,15,1,15,1
5565,'auId': 2158409076,176,2,88,2
1655,'auId': 2158415762,12,2,6,2
2002,'auId': 2158502238,18,4,4.5,3
1925,'auId': 2158570124,29,1,29,1
1869,'auId': 2158582115,13,1,13,1
3282,'auId': 2158620633,42,2,21,2
3875,'auId': 2158622766,5,1,5,1
5183,'auId': 2158736752,24,3,8,2
1518,'auId': 2158754486,273,2,136.5,2
94,'auId': 2158760032,314,8,39.25,6
2781,'auId': 2158762541,7,1,7,1
5482,'auId': 2158793934,1,1,1,1
1748,'auId': 2158799853,141,1,141,1
2433,'auId': 2158809342,12,2,6,2
1557,'auId': 2158814110,783,1,783,1
2994,'auId': 2158823421,13,2,6.5,2
4834,'auId': 2158849655,11,1,11,1
760,'auId': 2158856075,1,1,1,1
4727,'auId': 2158875290,118,2,59,2
4340,'auId': 2158987803,13,1,13,1
1404,'auId': 2159007752,57,2,28.5,2
1970,'auId': 2159031116,19,2,9.5,2
3077,'auId': 2159139538,16,2,8,2
4320,'auId': 2159145177,40,3,13.33,3
5166,'auId': 2159184062,32,3,10.67,2
4194,'auId': 2159253281,352,4,88,4
2376,'auId': 2159259187,118,2,59,2
4145,'auId': 2159323111,3,1,3,1
3880,'auId': 2159415003,3,1,3,1
4283,'auId': 2159457207,54,1,54,1
1939,'auId': 2159479770,2,1,2,1
1946,'auId': 2159489487,4,1,4,1
1601,'auId': 2159581955,20,2,10,2
2843,'auId': 2159742009,33,3,11,3
3159,'auId': 2159753340,4,2,2,1
1851,'auId': 2159763914,59,1,59,1
1646,'auId': 2159813259,3,2,1.5,1
1926,'auId': 2159902758,194,1,194,1
3968,'auId': 2159960587,1275,11,115.91,10
4345,'auId': 2159972016,3,1,3,1
850,'auId': 2160003323,161,4,40.25,4
5747,'auId': 2160122534,34,2,17,2
975,'auId': 2160185241,6,1,6,1
1238,'auId': 2160218377,77,3,25.67,3
5735,'auId': 2160356187,1,1,1,1
1589,'auId': 2160357006,16,1,16,1
3227,'auId': 2160388218,277,3,92.33,3
3762,'auId': 2160444691,26,1,26,1
2371,'auId': 2160479021,101,4,25.25,4
607,'auId': 2160479238,10,1,10,1
90,'auId': 2160652726,379,2,189.5,2
3438,'auId': 2160671624,274,6,45.67,5
3157,'auId': 2160762714,5,1,5,1
3353,'auId': 2160807841,107,1,107,1
1051,'auId': 2160819886,276,3,92,3
1467,'auId': 2160823926,15,3,5,3
289,'auId': 2160940721,0,1,0,0
4878,'auId': 2160942610,25,3,8.33,3
2387,'auId': 2161010623,29,3,9.67,2
2288,'auId': 2161070301,146,3,48.67,3
913,'auId': 2161079151,202,4,50.5,4
1115,'auId': 2161083883,2,1,2,1
3543,'auId': 2161142873,37,1,37,1
5715,'auId': 2161230442,167,1,167,1
5366,'auId': 2161240571,7,1,7,1
5731,'auId': 2161287839,5,1,5,1
3920,'auId': 2161326959,10,1,10,1
896,'auId': 2161328394,83,3,27.67,3
4581,'auId': 2161381501,26,1,26,1
532,'auId': 2161437206,2,1,2,1
4522,'auId': 2161476513,19,1,19,1
4464,'auId': 2161482269,620,1,620,1
1462,'auId': 2161508926,5,1,5,1
3718,'auId': 2161557847,2,1,2,1
1276,'auId': 2161585746,181,1,181,1
3485,'auId': 2161676677,21,3,7,3
5430,'auId': 2161680397,117,1,117,1
4868,'auId': 2161691657,53,2,26.5,1
4510,'auId': 2161695964,6,1,6,1
3684,'auId': 2161754280,12,1,12,1
3234,'auId': 2161796500,25,1,25,1
2224,'auId': 2161823835,308,2,154,2
4748,'auId': 2161866848,1,1,1,1
1860,'auId': 2161872189,14,1,14,1
350,'auId': 2162003067,13,1,13,1
2652,'auId': 2162010601,139,3,46.33,3
3422,'auId': 2162038100,150,1,150,1
1107,'auId': 2162075044,11,1,11,1
5265,'auId': 2162095421,29,5,5.8,4
263,'auId': 2162169569,6,1,6,1
88,'auId': 2162369918,138,4,34.5,3
104,'auId': 2162372842,105,1,105,1
43,'auId': 2162488831,1,1,1,1
2367,'auId': 2162530974,314,3,104.67,3
5063,'auId': 2162540308,59,1,59,1
367,'auId': 2162542991,503,1,503,1
2505,'auId': 2162605760,1,1,1,1
342,'auId': 2162627685,8,1,8,1
4655,'auId': 2162669600,2,1,2,1
973,'auId': 2162740804,403,5,80.6,4
2515,'auId': 2162759723,50,6,8.33,5
3331,'auId': 2162828272,5,2,2.5,1
2565,'auId': 2162894938,107,1,107,1
1835,'auId': 2162920558,16,1,16,1
3646,'auId': 2162957761,127,1,127,1
4617,'auId': 2163012038,19,1,19,1
1731,'auId': 2163103719,307,4,76.75,3
398,'auId': 2163142003,56,1,56,1
1088,'auId': 2163188715,3,1,3,1
2244,'auId': 2163216773,7,1,7,1
1402,'auId': 2163222741,10,1,10,1
2028,'auId': 2163276726,29,1,29,1
57,'auId': 2163292319,4,1,4,1
1569,'auId': 2163367586,3,1,3,1
4233,'auId': 2163499725,285,7,40.71,7
3121,'auId': 2163543875,13,2,6.5,2
2581,'auId': 2163669391,1,1,1,1
1357,'auId': 2163733320,4,1,4,1
5458,'auId': 2163744169,22,1,22,1
2963,'auId': 2163795103,21,1,21,1
4462,'auId': 2163807661,7,1,7,1
4299,'auId': 2163850232,95,4,23.75,3
4071,'auId': 2163853836,63,1,63,1
502,'auId': 2163886844,12,1,12,1
3144,'auId': 2163953988,20,2,10,2
4974,'auId': 2163969587,3,1,3,1
2128,'auId': 2163981432,10,1,10,1
5302,'auId': 2163982731,7,1,7,1
2289,'auId': 2164039891,122,1,122,1
1498,'auId': 2164040783,89,1,89,1
1349,'auId': 2164061828,14,1,14,1
3064,'auId': 2164122283,61,1,61,1
3689,'auId': 2164251375,10,1,10,1
3830,'auId': 2164272172,28,1,28,1
729,'auId': 2164292938,650,1,650,1
918,'auId': 2164399843,9,1,9,1
2193,'auId': 2164402897,20,1,20,1
4820,'auId': 2164420041,2,1,2,1
3222,'auId': 2164505693,3,1,3,1
4097,'auId': 2164545929,32,1,32,1
3621,'auId': 2164567963,91,1,91,1
1474,'auId': 2164588517,2,1,2,1
2411,'auId': 2164620433,1,1,1,1
5690,'auId': 2164688137,8,1,8,1
3434,'auId': 2164723490,176,2,88,2
2104,'auId': 2164730556,80,1,80,1
3832,'auId': 2164800493,37,1,37,1
2627,'auId': 2164899499,3,2,1.5,1
4551,'auId': 2164952761,4,1,4,1
1576,'auId': 2164959637,181,2,90.5,2
4409,'auId': 2164971908,22,2,11,1
3101,'auId': 2165051193,3,1,3,1
4603,'auId': 2165099736,58,1,58,1
824,'auId': 2165110083,45,2,22.5,2
5305,'auId': 2165111055,219,7,31.29,6
4999,'auId': 2165121431,612,15,40.8,11
246,'auId': 2165137138,21,4,5.25,3
5213,'auId': 2165180701,13,1,13,1
3448,'auId': 2165238224,59,3,19.67,3
4496,'auId': 2165267365,111,2,55.5,2
3163,'auId': 2165310783,95,1,95,1
5495,'auId': 2165321148,3,1,3,1
4924,'auId': 2165330392,8,1,8,1
5508,'auId': 2165347984,262,9,29.11,6
4976,'auId': 2165395765,16,1,16,1
580,'auId': 2165543649,3,1,3,1
244,'auId': 2165547555,17,2,8.5,2
1680,'auId': 2165577999,14,1,14,1
1419,'auId': 216567704,2,1,2,1
4908,'auId': 2165695307,2,1,2,1
640,'auId': 2165754737,93,2,46.5,1
328,'auId': 2165788238,28,2,14,2
5665,'auId': 2165809506,2854,2,1427,2
1133,'auId': 2165847755,24,1,24,1
5282,'auId': 2165865788,258,6,43,6
5315,'auId': 2165875728,683,3,227.67,3
1841,'auId': 2166006133,21,1,21,1
2919,'auId': 2166036605,16,1,16,1
3188,'auId': 2166051670,1,1,1,1
1648,'auId': 2166071756,18,1,18,1
2680,'auId': 2166106843,157,4,39.25,4
987,'auId': 2166284823,313,4,78.25,3
3328,'auId': 2166302764,41,2,20.5,2
5437,'auId': 2166320536,2955,12,246.25,10
4568,'auId': 2166341509,10,1,10,1
3561,'auId': 2166390922,99,1,99,1
3587,'auId': 2166558591,2,1,2,1
3764,'auId': 2166579380,2,1,2,1
3551,'auId': 2166621873,1,1,1,1
1620,'auId': 2166623961,3,1,3,1
2603,'auId': 2166627204,25,1,25,1
5709,'auId': 2166641447,250,4,62.5,4
3795,'auId': 2166674838,27,1,27,1
4230,'auId': 2166685021,245,2,122.5,2
2810,'auId': 2166713302,7,1,7,1
2407,'auId': 2166737953,22,2,11,2
4468,'auId': 2166799549,8,1,8,1
5243,'auId': 2166804131,8,1,8,1
406,'auId': 2166866709,11,1,11,1
1117,'auId': 2166897319,704,9,78.22,7
5456,'auId': 2166939290,67,4,16.75,4
873,'auId': 2166999760,1,1,1,1
5413,'auId': 2167005179,22,1,22,1
5706,'auId': 2167037537,67,1,67,1
604,'auId': 2167050156,1,1,1,1
3299,'auId': 2167083225,5,1,5,1
176,'auId': 2167110140,0,1,0,0
3254,'auId': 2167134412,832,4,208,4
801,'auId': 2167150337,20,1,20,1
5264,'auId': 2167176536,227,1,227,1
2260,'auId': 2167192831,14,1,14,1
3727,'auId': 2167194031,13,1,13,1
4923,'auId': 2167218018,617,3,205.67,2
1475,'auId': 2167235566,82,2,41,2
3025,'auId': 2167264085,1,1,1,1
4796,'auId': 2167293507,1,1,1,1
591,'auId': 2167327128,22,2,11,2
3983,'auId': 2167335010,4,1,4,1
998,'auId': 2167348148,14,4,3.5,3
3200,'auId': 2167354121,39,4,9.75,3
4864,'auId': 2167366370,607,10,60.7,7
4066,'auId': 2167395975,119,4,29.75,4
5596,'auId': 2167402690,8,1,8,1
5583,'auId': 2167404190,3642,19,191.68,15
3058,'auId': 2167433806,372,1,372,1
844,'auId': 2167451981,4,2,2,2
798,'auId': 2167519204,4,1,4,1
4963,'auId': 2167546878,16,1,16,1
63,'auId': 2167568237,9,1,9,1
2245,'auId': 2167574598,157,2,78.5,2
5503,'auId': 2167622574,109,2,54.5,1
3313,'auId': 2167681077,31,3,10.33,2
1219,'auId': 2167710804,11,1,11,1
1686,'auId': 2167714175,332,1,332,1
4620,'auId': 2167731548,1140,7,162.86,7
317,'auId': 2167756054,4,1,4,1
4691,'auId': 2167784750,7,1,7,1
2649,'auId': 2167800901,14,3,4.67,2
4359,'auId': 2167816236,11,1,11,1
443,'auId': 2167848484,0,1,0,0
1802,'auId': 2167947354,182,1,182,1
5775,'auId': 2167964723,2685,13,206.54,12
4267,'auId': 2167997473,1,1,1,1
2831,'auId': 2168013288,23,1,23,1
1872,'auId': 2168176072,40,2,20,2
679,'auId': 2168277670,21,1,21,1
306,'auId': 2168292668,7,1,7,1
4714,'auId': 2168343833,107,1,107,1
2450,'auId': 2168352240,98,1,98,1
5048,'auId': 2168431160,11,1,11,1
4195,'auId': 2168470652,68,1,68,1
1204,'auId': 2168485313,5,2,2.5,1
5568,'auId': 2168548194,13,1,13,1
2149,'auId': 2168585360,22,3,7.33,1
5228,'auId': 2168593634,3,1,3,1
3747,'auId': 2168657702,189,4,47.25,3
223,'auId': 2168666134,4,1,4,1
2553,'auId': 2168677142,4,1,4,1
1447,'auId': 2168690967,49,2,24.5,2
1649,'auId': 2168711468,7,1,7,1
4985,'auId': 2168781084,414,7,59.14,5
558,'auId': 2168814707,3,1,3,1
1819,'auId': 2168860362,30,3,10,3
2576,'auId': 2168978926,11,1,11,1
3324,'auId': 2168986862,1,1,1,1
2644,'auId': 2168993335,4,1,4,1
885,'auId': 2168995828,8,1,8,1
1095,'auId': 2168998945,26,1,26,1
5666,'auId': 2169012919,707,6,117.83,6
5739,'auId': 2169022937,67,6,11.17,5
2513,'auId': 2169100448,27,1,27,1
697,'auId': 2169116592,803,1,803,1
2926,'auId': 2169130470,122,1,122,1
2860,'auId': 2169168570,2,1,2,1
3722,'auId': 2169182952,59,1,59,1
3123,'auId': 2169200351,58,1,58,1
2905,'auId': 2169208954,16,1,16,1
4625,'auId': 2169238341,26,1,26,1
3640,'auId': 2169305403,281,12,23.42,6
2373,'auId': 2169342471,318,7,45.43,5
849,'auId': 2169363483,79,3,26.33,2
2397,'auId': 2169392701,55,1,55,1
424,'auId': 2169642250,101,1,101,1
3914,'auId': 2169643102,20,4,5,2
696,'auId': 2169650468,199,3,66.33,3
2965,'auId': 2169727844,197,2,98.5,2
5347,'auId': 2169829788,2,1,2,1
4700,'auId': 2169901821,36,2,18,2
2269,'auId': 2169917266,156,2,78,2
4912,'auId': 2169921149,2,1,2,1
2242,'auId': 2169925262,23,1,23,1
4690,'auId': 2169949892,14,9,1.56,3
528,'auId': 2169951634,1,1,1,1
82,'auId': 2170042284,65,1,65,1
1840,'auId': 2170042945,205,4,51.25,3
597,'auId': 2170066198,687,5,137.4,5
2429,'auId': 2170160710,6,1,6,1
1437,'auId': 2170213325,174,2,87,2
2631,'auId': 2170236347,87,1,87,1
2428,'auId': 2170255565,127,1,127,1
1990,'auId': 2170351238,119,3,39.67,3
568,'auId': 2170517368,71,1,71,1
5526,'auId': 2170537991,20,1,20,1
1094,'auId': 2170575347,20,1,20,1
840,'auId': 2170629902,1077,12,89.75,9
3571,'auId': 2170686878,1,1,1,1
1417,'auId': 2170717096,1,1,1,1
556,'auId': 2170741153,93,2,46.5,2
2129,'auId': 2170787067,36,1,36,1
1352,'auId': 2170836516,13,1,13,1
3269,'auId': 2170853815,10,1,10,1
4579,'auId': 2170865064,12,1,12,1
1618,'auId': 2170872680,79,1,79,1
4779,'auId': 2170879252,96,1,96,1
1236,'auId': 2170892963,2,1,2,1
860,'auId': 2170921045,21,2,10.5,1
3182,'auId': 2170989238,109,1,109,1
4038,'auId': 2171142196,4,1,4,1
4168,'auId': 2171156164,13,1,13,1
4882,'auId': 2171183512,9,1,9,1
2814,'auId': 2171227925,91,1,91,1
5559,'auId': 2171234738,1425,16,89.06,12
1895,'auId': 2171258051,25,3,8.33,3
4172,'auId': 2171329927,1,1,1,1
3177,'auId': 2171342248,12,1,12,1
3176,'auId': 2171367185,321,6,53.5,6
2888,'auId': 2171376102,16,2,8,2
700,'auId': 2171394160,294,2,147,2
1621,'auId': 2171415717,1,1,1,1
5359,'auId': 2171471898,21,3,7,3
3139,'auId': 2171506303,69,1,69,1
4609,'auId': 2171539438,28,3,9.33,3
5628,'auId': 2171585635,520,5,104,5
4415,'auId': 2171586981,38,2,19,2
4341,'auId': 2171594231,6,1,6,1
4702,'auId': 2171622173,20,1,20,1
905,'auId': 2171641758,4,1,4,1
4552,'auId': 2171658156,274,1,274,1
2029,'auId': 2171686691,218,11,19.82,6
3599,'auId': 2171689288,170,5,34,4
1746,'auId': 2171701708,2,1,2,1
507,'auId': 2171757934,6,2,3,2
3534,'auId': 2171800532,14,2,7,2
2491,'auId': 2171861656,1,1,1,1
771,'auId': 2171875783,27,2,13.5,2
852,'auId': 2171967840,8,1,8,1
4531,'auId': 2171969597,129,2,64.5,2
5306,'auId': 2171972029,126,7,18,4
4139,'auId': 2171981327,2,1,2,1
5371,'auId': 2172013733,18,1,18,1
2111,'auId': 2172028518,8,1,8,1
1026,'auId': 2172053321,5,1,5,1
3965,'auId': 2172279072,11,1,11,1
5587,'auId': 2172288462,319,2,159.5,2
1369,'auId': 2172397963,109,2,54.5,2
1361,'auId': 2172483244,5,1,5,1
352,'auId': 2172613234,124,2,62,2
2438,'auId': 2172797452,4,1,4,1
4866,'auId': 2173121741,6,1,6,1
1705,'auId': 2173176688,8,1,8,1
5681,'auId': 2173646266,12,1,12,1
1206,'auId': 217392467,16,3,5.33,2
3654,'auId': 2174044758,1256,3,418.67,3
1713,'auId': 2174228000,19,2,9.5,2
1545,'auId': 2174436416,12,1,12,1
182,'auId': 2174541427,215,2,107.5,2
4332,'auId': 2174985400,1579,17,92.88,14
